Area name,SOC code,SOC title,Est. empl.,Avg. wage,25th P,50th P,75th P,Annual wage,,Index
"Longview, WA",13-1075,Labor Relations Specialists,45,$43.10,$30.90,$41.98,$49.59,"$89,640",,
"Longview, WA",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",849,$18.29,$15.32,$16.81,$21.13,"$38,030",,
"Longview, WA",37-3011,Landscaping and Groundskeeping Workers,211,$19.86,$17.34,$18.10,$22.93,"$41,310",,
"Longview, WA",51-6011,Laundry and Dry-Cleaning Workers,13,$16.32,$14.81,$14.81,$18.75,"$33,950",,
"Longview, WA",23-1011,Lawyers,57,$53.20,$41.35,$54.18,$62.00,"$110,650",,
"Longview, WA",43-6012,Legal Secretaries and Administrative Assistants,37,$23.78,$21.18,$24.48,$24.74,"$49,460",,
"Longview, WA",11-1031,Legislators,20,-,-,-,-,"$153,720",,
"Longview, WA",25-4022,Librarians and Media Collections Specialists,13,$39.57,$35.65,$41.23,$45.55,"$82,310",,
"Longview, WA",43-4121,"Library Assistants, Clerical",15,$17.86,$14.79,$15.52,$19.80,"$37,140",,
"Longview, WA",29-2061,Licensed Practical and Licensed Vocational Nurses,120,$31.38,$28.66,$31.25,$33.93,"$65,270",,
"Longview, WA",53-3033,Light Truck Drivers,313,$21.43,$17.76,$21.50,$22.04,"$44,570",,
"Longview, WA",43-4131,Loan Interviewers and Clerks,74,$23.58,$20.56,$22.47,$27.25,"$49,040",,
"Longview, WA",13-2072,Loan Officers,134,$35.82,$23.72,$29.01,$37.71,"$74,510",,
"Longview, WA",11-9081,Lodging Managers,14,$27.12,$23.44,$24.51,$30.01,"$56,420",,
"Longview, WA",45-4023,Log Graders and Scalers,45,$25.51,$23.13,$25.85,$29.50,"$53,060",,
"Longview, WA",45-4022,Logging Equipment Operators,181,$33.10,$28.88,$31.62,$35.56,"$68,840",,
"Longview, WA",45-4029,"Logging Workers, All Other",67,$30.78,$28.79,$29.29,$32.81,"$64,010",,
"Longview, WA",13-1081,Logisticians,10,$40.19,$29.28,$39.89,$41.89,"$83,600",,
"Longview, WA",53-7063,Machine Feeders and Offbearers,122,$21.08,$19.90,$19.90,$22.51,"$43,840",,
"Longview, WA",51-4041,Machinists,122,$27.80,$23.39,$27.97,$31.56,"$57,830",,
"Longview, WA",29-2035,Magnetic Resonance Imaging Technologists,15,$47.86,$43.31,$47.05,$49.95,"$99,560",,
"Longview, WA",37-2012,Maids and Housekeeping Cleaners,210,$16.39,$15.14,$16.05,$16.70,"$34,100",,
"Longview, WA",49-9071,"Maintenance and Repair Workers, General",384,$24.34,$18.21,$23.24,$28.83,"$50,620",,
"Longview, WA",49-9043,"Maintenance Workers, Machinery",30,$27.73,$21.82,$26.63,$36.68,"$57,680",,
"Longview, WA",13-1111,Management Analysts,132,$50.27,$36.21,$49.04,$58.16,"$104,560",,
"Longview, WA",11-9199,"Managers, All Other",114,$62.86,$49.56,$57.63,$72.50,"$130,740",,
"Longview, WA",39-5092,Manicurists and Pedicurists,77,$19.37,$16.04,$17.94,$21.04,"$40,280",,
"Longview, WA",13-1161,Market Research Analysts and Marketing Specialists,98,$35.16,$25.82,$31.51,$43.65,"$73,130",,
"Longview, WA",11-2021,Marketing Managers,26,$66.84,$43.26,$63.77,$82.11,"$139,020",,
"Longview, WA",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",274,$17.17,$16.37,$17.21,$17.21,"$35,710",,
"Longview, WA",17-3013,Mechanical Drafters,31,$32.13,$25.74,$31.28,$35.53,"$66,840",,
"Longview, WA",17-2141,Mechanical Engineers,87,$47.09,$38.68,$49.13,$53.62,"$97,950",,
"Longview, WA",11-9111,Medical and Health Services Managers,61,$58.97,$37.52,$54.84,$64.42,"$122,650",,
"Longview, WA",31-9092,Medical Assistants,189,$22.64,$18.78,$22.73,$25.32,"$47,100",,
"Longview, WA",31-9093,Medical Equipment Preparers,27,$21.42,$17.50,$19.00,$23.38,"$44,550",,
"Longview, WA",29-2072,Medical Records Specialists,40,$24.31,$18.66,$23.19,$29.24,"$50,560",,
"Longview, WA",43-6013,Medical Secretaries and Administrative Assistants,74,$21.75,$18.11,$21.71,$26.10,"$45,250",,
"Longview, WA",13-1121,"Meeting, Convention, and Event Planners",17,$26.92,$19.61,$26.72,$28.79,"$55,990",,
"Longview, WA",21-1023,Mental Health and Substance Abuse Social Workers,42,$29.12,$20.82,$30.19,$33.30,"$60,580",,
"Longview, WA",27-1026,Merchandise Displayers and Window Trimmers,34,$18.94,$15.83,$16.56,$21.36,"$39,390",,
"Longview, WA",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",128,-,-,-,-,"$77,540",,
"Longview, WA",49-9044,Millwrights,72,$31.53,$29.95,$31.01,$34.33,"$65,580",,
"Longview, WA",51-2090,Miscellaneous Assemblers and Fabricators,272,$20.38,$15.72,$18.65,$23.42,"$42,380",,
"Longview, WA",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",62,$25.39,$21.06,$24.28,$31.48,"$52,820",,
"Longview, WA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",161,$30.97,$24.65,$30.18,$37.70,"$64,410",,
"Longview, WA",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",108,$22.05,$18.91,$22.00,$24.14,"$45,860",,
"Longview, WA",39-4031,"Morticians, Undertakers, and Funeral Arrangers",13,$27.50,$23.00,$30.97,$31.21,"$57,200",,
"Longview, WA",15-1244,Network and Computer Systems Administrators,50,$46.05,$37.65,$44.45,$48.91,"$95,790",,
"Longview, WA",29-1171,Nurse Practitioners,54,$62.90,$56.01,$61.25,$71.42,"$130,820",,
"Longview, WA",31-1131,Nursing Assistants,490,$19.30,$18.01,$18.27,$20.45,"$40,140",,
"Longview, WA",19-5011,Occupational Health and Safety Specialists,45,$44.16,$35.78,$39.49,$49.14,"$91,860",,
"Longview, WA",29-1122,Occupational Therapists,26,$44.96,$38.82,$46.55,$48.04,"$93,510",,
"Longview, WA",43-9199,"Office and Administrative Support Workers, All Other",37,$23.55,$19.48,$23.97,$23.97,"$48,990",,
"Longview, WA",43-9061,"Office Clerks, General",626,$21.97,$17.89,$21.22,$24.34,"$45,690",,
"Longview, WA",47-2073,Operating Engineers and Other Construction Equipment Operators,164,$34.47,$27.33,$30.00,$42.16,"$71,700",,
"Longview, WA",29-2081,"Opticians, Dispensing",29,$23.74,$18.41,$21.00,$27.72,"$49,380",,
"Longview, WA",43-4151,Order Clerks,13,$20.43,$18.01,$18.04,$22.78,"$42,500",,
"Longview, WA",51-9111,Packaging and Filling Machine Operators and Tenders,151,$18.97,$16.23,$17.40,$21.15,"$39,460",,
"Longview, WA",53-7064,"Packers and Packagers, Hand",175,$16.82,$15.60,$16.01,$16.95,"$34,990",,
"Longview, WA",47-2141,"Painters, Construction and Maintenance",34,$23.29,$19.18,$22.59,$23.59,"$48,450",,
"Longview, WA",51-9196,"Paper Goods Machine Setters, Operators, and Tenders",618,$31.69,$28.05,$29.39,$37.10,"$65,900",,
"Longview, WA",23-2011,Paralegals and Legal Assistants,26,$30.28,$28.95,$30.20,$33.65,"$62,980",,
"Longview, WA",29-2043,Paramedics,20,$39.37,$29.83,$41.04,$45.86,"$81,890",,
"Longview, WA",53-6021,Parking Attendants,24,$15.05,$14.49,$14.97,$14.97,"$31,310",,
"Longview, WA",41-2022,Parts Salespersons,106,$20.46,$17.10,$18.24,$22.56,"$42,550",,
"Longview, WA",43-3051,Payroll and Timekeeping Clerks,45,$28.41,$24.35,$27.18,$30.61,"$59,080",,
"Longview, WA",13-2052,Personal Financial Advisors,23,$37.89,$20.07,$25.33,$31.09,"$78,800",,
"Longview, WA",29-1051,Pharmacists,86,$67.61,$61.03,$67.33,$77.82,"$140,630",,
"Longview, WA",29-2052,Pharmacy Technicians,98,$23.67,$19.27,$23.15,$28.18,"$49,230",,
"Longview, WA",31-9097,Phlebotomists,34,$24.47,$19.32,$23.51,$29.57,"$50,890",,
"Longview, WA",29-1123,Physical Therapists,39,$46.55,$41.07,$49.45,$50.81,"$96,820",,
"Longview, WA",29-1071,Physician Assistants,16,$64.10,$52.55,$64.50,$69.98,"$133,330",,
"Longview, WA",29-1229,"Physicians, All Other",33,$113.79,$74.30,$111.46,-,"$236,670",,
"Longview, WA",47-2151,Pipelayers,-,$32.45,$25.75,$30.85,$38.76,"$67,500",,
"Longview, WA",47-2152,"Plumbers, Pipefitters, and Steamfitters",176,$32.12,$22.31,$28.00,$36.09,"$66,810",,
"Longview, WA",33-3051,Police and Sheriff's Patrol Officers,126,$39.93,$37.21,$40.22,$43.03,"$83,050",,
"Longview, WA",43-5051,Postal Service Clerks,20,$25.83,$21.37,$25.92,$31.04,"$53,720",,
"Longview, WA",43-5052,Postal Service Mail Carriers,91,$25.87,$19.06,$24.87,$34.08,"$53,810",,
"Longview, WA",25-2011,"Preschool Teachers, Except Special Education",138,$19.85,$17.42,$19.06,$24.26,"$41,280",,
"Longview, WA",51-5112,Printing Press Operators,23,$21.08,$18.22,$20.36,$23.60,"$43,840",,
"Longview, WA",21-1092,Probation Officers and Correctional Treatment Specialists,48,$33.45,$32.10,$32.78,$35.43,"$69,570",,
"Longview, WA",43-3061,Procurement Clerks,15,$21.72,$19.49,$20.41,$23.27,"$45,170",,
"Longview, WA",27-2012,Producers and Directors,12,$34.06,$21.66,$36.97,$43.77,"$70,840",,
"Longview, WA",43-5061,"Production, Planning, and Expediting Clerks",215,$29.86,$22.61,$29.31,$34.61,"$62,100",,
"Longview, WA",13-1082,Project Management Specialists,89,$46.55,$33.10,$43.90,$55.64,"$96,820",,
"Longview, WA",11-9141,"Property, Real Estate, and Community Association Managers",16,$41.50,$28.81,$37.55,$50.10,"$86,320",,
"Longview, WA",33-9099,"Protective Service Workers, All Other",29,$20.08,$18.09,$18.85,$19.61,"$41,770",,
"Longview, WA",27-3031,Public Relations Specialists,27,$39.88,$29.31,$34.58,$48.14,"$82,960",,
"Longview, WA",11-3061,Purchasing Managers,24,$72.58,$59.44,$68.07,$78.64,"$150,970",,
"Longview, WA",29-2034,Radiologic Technologists and Technicians,43,$38.96,$31.22,$37.56,$45.31,"$81,050",,
"Longview, WA",41-9022,Real Estate Sales Agents,18,$33.99,$23.20,$28.72,$46.92,"$70,700",,
"Longview, WA",43-4171,Receptionists and Information Clerks,355,$18.42,$16.15,$17.58,$19.70,"$38,300",,
"Longview, WA",39-9032,Recreation Workers,69,$17.23,$15.93,$16.75,$17.59,"$35,840",,
"Longview, WA",29-1141,Registered Nurses,786,$46.28,$35.84,$47.83,$51.89,"$96,260",,
"Longview, WA",21-1015,Rehabilitation Counselors,36,$32.68,$22.84,$30.16,$38.60,"$67,960",,
"Longview, WA",41-2031,Retail Salespersons,"1,174",$18.30,$15.53,$16.24,$18.22,"$38,060",,
"Longview, WA",47-2181,Roofers,153,$26.87,$24.76,$25.00,$26.70,"$55,900",,
"Longview, WA",41-9099,"Sales and Related Workers, All Other",13,$20.15,$15.00,$16.32,$24.23,"$41,920",,
"Longview, WA",41-9031,Sales Engineers,16,$41.67,$33.14,$42.61,$44.57,"$86,680",,
"Longview, WA",11-2022,Sales Managers,71,$70.66,$52.13,$65.97,$85.89,"$146,980",,
"Longview, WA",41-3091,"Sales Reps. of Svcs., Exc. Advertising, Insurance, Financial Svcs., & Travel",122,$37.97,$26.67,$31.83,$46.85,"$78,980",,
"Longview, WA",41-4012,"Sales Reps/Wholesale/Mfg, Except Tech/Science Products",380,$40.43,$28.07,$36.40,$46.96,"$84,080",,
"Longview, WA",51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",161,$23.22,$19.09,$21.87,$25.34,"$48,290",,
"Longview, WA",19-3034,School Psychologists,22,$41.55,$34.69,$45.33,$46.02,"$86,420",,
"Longview, WA",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",209,-,-,-,-,"$80,340",,
"Longview, WA",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",463,$23.52,$19.44,$23.60,$27.31,"$48,920",,
"Longview, WA",41-3031,"Securities, Commodities, and Financial Services Sales Agents",30,$28.04,$21.72,$23.00,$28.53,"$58,330",,
"Longview, WA",33-9032,Security Guards,102,$19.32,$15.74,$17.01,$22.51,"$40,180",,
"Longview, WA",25-3021,Self-Enrichment Teachers,57,$21.00,$14.49,$20.57,$22.81,"$43,680",,
"Longview, WA",47-2211,Sheet Metal Workers,53,$44.83,$27.73,$47.24,$63.30,"$93,240",,
"Longview, WA",43-5071,"Shipping, Receiving, and Inventory Clerks",319,$22.77,$18.29,$22.38,$27.47,"$47,350",,
"Longview, WA",53-3053,Shuttle Drivers and Chauffeurs,45,$17.58,$16.84,$17.29,$18.23,"$36,560",,
"Longview, WA",51-3023,Slaughterers and Meat Packers,189,$17.54,$17.08,$17.08,$17.29,"$36,490",,
"Longview, WA",11-9151,Social and Community Service Managers,43,$38.68,$25.92,$36.47,$45.94,"$80,450",,
"Longview, WA",21-1093,Social and Human Service Assistants,91,$22.82,$17.38,$21.30,$28.61,"$47,460",,
"Longview, WA",15-1252,Software Developers,145,$58.24,$44.93,$59.89,$72.50,"$121,140",,
"Longview, WA",25-2052,"Special Education Teachers, Kindergarten and Elementary School",49,-,-,-,-,"$73,140",,
"Longview, WA",25-2057,"Special Education Teachers, Middle School",18,-,-,-,-,"$74,560",,
"Longview, WA",25-2051,"Special Education Teachers, Preschool",12,-,-,-,-,"$69,040",,
"Longview, WA",25-2058,"Special Education Teachers, Secondary School",33,-,-,-,-,"$79,430",,
"Longview, WA",29-1127,Speech-Language Pathologists,42,$39.89,$33.27,$37.99,$46.42,"$82,960",,
"Longview, WA",53-7065,Stockers and Order Fillers,816,$17.73,$15.91,$16.86,$19.07,"$36,870",,
"Longview, WA",51-2041,Structural Metal Fabricators and Fitters,30,$27.34,$23.43,$27.25,$31.03,"$56,870",,
"Longview, WA",21-1018,"Substance abuse, behavioral disorder, and mental health counselors",222,$28.47,$21.24,$24.32,$33.29,"$59,220",,
"Longview, WA",25-3031,"Substitute Teachers, Short-Term",103,$24.79,$22.19,$26.05,$26.05,"$51,550",,
"Longview, WA",25-9045,"Teaching Assistants, Except Postsecondary",647,-,-,-,-,"$38,170",,
"Longview, WA",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",42,$34.20,$26.32,$33.33,$37.88,"$71,140",,
"Longview, WA",43-3071,Tellers,183,$19.93,$17.83,$18.32,$22.76,"$41,450",,
"Longview, WA",23-2093,"Title Examiners, Abstractors, and Searchers",16,$29.14,$19.79,$28.89,$38.10,"$60,620",,
"Longview, WA",51-4194,"Tool Grinders, Filers, and Sharpeners",73,$27.13,$24.77,$24.77,$31.54,"$56,430",,
"Longview, WA",13-1151,Training and Development Specialists,38,$33.83,$23.86,$29.16,$38.57,"$70,370",,
"Longview, WA",11-3071,"Transportation, Storage, and Distribution Managers",33,$60.12,$48.87,$59.64,$70.27,"$125,040",,
"Longview, WA",53-1047,Transportation/ Material-Moving Supervisors/No Aircraft Cargo Handling Supervisors,260,$33.72,$24.90,$29.69,$43.37,"$70,140",,
"Longview, WA",25-3041,Tutors,17,$17.24,$14.96,$15.51,$18.38,"$35,860",,
"Longview, WA",19-3051,Urban and Regional Planners,18,$35.50,$29.96,$32.24,$45.49,"$73,850",,
"Longview, WA",29-1131,Veterinarians,15,$53.28,$40.12,$53.07,$60.19,"$110,810",,
"Longview, WA",31-9096,Veterinary Assistants and Laboratory Animal Caretakers,27,$17.90,$16.91,$17.73,$17.76,"$37,240",,
"Longview, WA",35-3031,Waiters and Waitresses,374,$20.82,$14.95,$16.90,$26.74,"$43,300",,
"Longview, WA",51-8031,Water and Wastewater Treatment Plant and System Operators,44,$32.64,$29.61,$30.74,$35.38,"$67,900",,
"Longview, WA",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",46,$20.27,$17.24,$19.88,$21.54,"$42,170",,
"Longview, WA",51-4121,"Welders, Cutters, Solderers, and Brazers",151,$26.14,$22.72,$24.72,$28.76,"$54,360",,
"Longview, WA",51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",99,$23.87,$21.39,$24.54,$25.91,"$49,650",,
"Mount Vernon-Anacortes, WA",13-2011,Accountants and Auditors,329,$39.98,$30.83,$37.77,$47.55,"$83,160",,
"Mount Vernon-Anacortes, WA",11-3012,Administrative Services Managers,23,$54.79,$40.16,$49.06,$64.03,"$113,950",,
"Mount Vernon-Anacortes, WA",41-3011,Advertising Sales Agents,29,$29.39,$17.70,$20.29,$33.78,"$61,130",,
"Mount Vernon-Anacortes, WA",49-3011,Aircraft Mechanics and Service Technicians,16,$31.94,$30.06,$31.64,$35.77,"$66,440",,
"Mount Vernon-Anacortes, WA",39-3091,Amusement and Recreation Attendants,72,$16.43,$15.38,$16.31,$17.15,"$34,170",,
"Mount Vernon-Anacortes, WA",39-2021,Animal Caretakers,129,$18.43,$15.19,$16.46,$17.85,"$38,330",,
"Mount Vernon-Anacortes, WA",17-3011,Architectural and Civil Drafters,31,$30.97,$23.52,$29.46,$35.89,"$64,420",,
"Mount Vernon-Anacortes, WA",11-9041,Architectural and Engineering Managers,75,$74.87,$66.66,$75.91,$77.09,"$155,730",,
"Mount Vernon-Anacortes, WA",53-6031,Automotive and Watercraft Service Attendants,72,$18.43,$16.59,$16.84,$17.94,"$38,320",,
"Mount Vernon-Anacortes, WA",49-3021,Automotive Body and Related Repairers,51,$25.10,$21.43,$24.01,$28.41,"$52,200",,
"Mount Vernon-Anacortes, WA",49-3023,Automotive Service Technicians and Mechanics,264,$26.22,$18.28,$23.99,$30.46,"$54,530",,
"Mount Vernon-Anacortes, WA",51-3011,Bakers,90,$18.25,$16.13,$17.50,$19.10,"$37,950",,
"Mount Vernon-Anacortes, WA",35-3011,Bartenders,199,$21.15,$15.44,$17.03,$22.86,"$44,000",,
"Mount Vernon-Anacortes, WA",43-3021,Billing and Posting Clerks,159,$24.09,$19.64,$23.20,$27.87,"$50,120",,
"Mount Vernon-Anacortes, WA",19-4021,Biological Technicians,27,$21.23,$17.69,$20.86,$23.74,"$44,150",,
"Mount Vernon-Anacortes, WA",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",610,$25.26,$21.31,$24.39,$28.73,"$52,550",,
"Mount Vernon-Anacortes, WA",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,159,$30.97,$27.80,$30.69,$35.31,"$64,420",,
"Mount Vernon-Anacortes, WA",53-3051,"Bus Drivers, School",171,$28.23,$28.77,$29.29,$29.73,"$58,710",,
"Mount Vernon-Anacortes, WA",13-1199,"Business Operations Specialists, All Other",324,$35.54,$24.68,$33.43,$42.61,"$73,920",,
"Mount Vernon-Anacortes, WA",51-3021,Butchers and Meat Cutters,48,$22.91,$18.63,$23.60,$26.38,"$47,650",,
"Mount Vernon-Anacortes, WA",13-1020,Buyers and Purchasing Agents,151,$33.40,$25.00,$32.33,$38.98,"$69,460",,
"Mount Vernon-Anacortes, WA",51-7011,Cabinetmakers and Bench Carpenters,43,$21.07,$18.49,$20.38,$23.36,"$43,830",,
"Mount Vernon-Anacortes, WA",25-1194,"Career/Technical Education Teachers, Postsecondary",143,$30.60,$23.01,$28.24,$37.15,"$63,650",,
"Mount Vernon-Anacortes, WA",25-2032,"Career/Technical Education Teachers, Secondary School",84,-,-,-,-,"$89,950",,
"Mount Vernon-Anacortes, WA",47-2031,Carpenters,462,$30.67,$23.03,$28.76,$37.51,"$63,790",,
"Mount Vernon-Anacortes, WA",17-1021,Cartographers and Photogrammetrists,16,$44.04,$39.22,$39.58,$48.01,"$91,590",,
"Mount Vernon-Anacortes, WA",41-2011,Cashiers,"1,088",$17.62,$15.10,$16.54,$17.86,"$36,650",,
"Mount Vernon-Anacortes, WA",47-2051,Cement Masons and Concrete Finishers,95,$35.87,$28.69,$33.40,$48.07,"$74,600",,
"Mount Vernon-Anacortes, WA",35-1011,Chefs and Head Cooks,51,$27.84,$21.81,$26.21,$31.54,"$57,900",,
"Mount Vernon-Anacortes, WA",19-4031,Chemical Technicians,21,$25.14,$18.10,$22.15,$35.73,"$52,300",,
"Mount Vernon-Anacortes, WA",11-1011,Chief Executives,29,$99.24,$68.91,$98.64,-,"$206,420",,
"Mount Vernon-Anacortes, WA",21-1021,"Child, Family, and School Social Workers",164,$29.11,$23.23,$29.01,$34.44,"$60,540",,
"Mount Vernon-Anacortes, WA",39-9011,Childcare Workers,56,$17.30,$15.43,$16.45,$17.86,"$35,990",,
"Mount Vernon-Anacortes, WA",29-1011,Chiropractors,16,$31.40,$22.20,$23.60,$32.24,"$65,310",,
"Mount Vernon-Anacortes, WA",17-3022,Civil Engineering Technologists and Technicians,32,$33.30,$30.91,$31.08,$38.08,"$69,260",,
"Mount Vernon-Anacortes, WA",17-2051,Civil Engineers,177,$42.05,$35.73,$38.60,$48.23,"$87,470",,
"Mount Vernon-Anacortes, WA",13-1031,"Claims Adjusters, Examiners, and Investigators",49,$35.10,$24.31,$36.15,$45.28,"$73,020",,
"Mount Vernon-Anacortes, WA",53-7061,Cleaners of Vehicles and Equipment,189,$17.95,$16.50,$17.07,$19.14,"$37,340",,
"Mount Vernon-Anacortes, WA",29-2010,Clinical Laboratory Technologists and Technicians,129,$29.58,$20.44,$29.99,$39.34,"$61,530",,
"Mount Vernon-Anacortes, WA",27-2022,Coaches and Scouts,108,-,-,-,-,"$45,300",,
"Mount Vernon-Anacortes, WA",51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",115,$26.58,$23.10,$27.12,$28.72,"$55,280",,
"Mount Vernon-Anacortes, WA",21-1099,"Community and Social Service Specialists, All Other",67,$25.49,$18.02,$24.00,$29.96,"$53,020",,
"Mount Vernon-Anacortes, WA",21-1094,Community Health Workers,41,$23.69,$17.49,$23.16,$26.58,"$49,270",,
"Mount Vernon-Anacortes, WA",13-1141,"Compensation, Benefits, and Job Analysis Specialists",11,$42.73,$36.39,$40.91,$47.18,"$88,880",,
"Mount Vernon-Anacortes, WA",13-1041,Compliance Officers,93,$37.85,$28.02,$35.47,$46.81,"$78,720",,
"Mount Vernon-Anacortes, WA",11-3021,Computer and Information Systems Managers,52,$73.58,$53.31,$64.44,$83.77,"$153,040",,
"Mount Vernon-Anacortes, WA",15-1231,Computer Network Support Specialists,37,$33.13,$22.15,$31.68,$40.33,"$68,900",,
"Mount Vernon-Anacortes, WA",51-9162,Computer Numerically Controlled Tool Programmers,21,$35.83,$28.62,$36.13,$38.70,"$74,520",,
"Mount Vernon-Anacortes, WA",15-1299,"Computer Occupations, All Other",82,$51.81,$36.41,$59.20,$62.82,"$107,770",,
"Mount Vernon-Anacortes, WA",15-1211,Computer Systems Analysts,63,$46.54,$37.82,$45.60,$53.16,"$96,790",,
"Mount Vernon-Anacortes, WA",15-1232,Computer User Support Specialists,140,$32.91,$25.91,$31.97,$36.41,"$68,450",,
"Mount Vernon-Anacortes, WA",47-4011,Construction and Building Inspectors,84,$36.66,$29.57,$37.39,$43.91,"$76,250",,
"Mount Vernon-Anacortes, WA",47-2061,Construction Laborers,434,$27.41,$21.96,$23.91,$31.23,"$57,010",,
"Mount Vernon-Anacortes, WA",11-9021,Construction Managers,159,$57.45,$38.61,$54.16,$67.07,"$119,490",,
